,bus_i,l_ren,c_vec,county,carb_inten_no_renew,pd,kV,carb_inten_inc_all,Type,Import,Lat,Lon
0,1,37.08994796762935,1.13210103829265,Alameda County,0.23497490533620857,40.0747239,115,0.017500992493639806,'Substation',' ',37.77243572,-122.2429162
1,2,6.786250496138945,0.6066354631331015,Alameda County,0.24632069482294633,8.62811315,66,0.05258263084640831,'Substation',' ',37.77848161,-121.6259513
2,3,-2.570407172431093,0.8465887194246844,Alameda County,0.3437522767313106,0.0,66,0.0,'Substation',' ',37.7483765,-121.6772083
3,4,13.483699125396669,0.9598466946646071,Alameda County,0.246496835788672,16.1324032,230,0.04047116633746691,'Substation',' ',37.69128098,-122.0612774
4,5,80.23079503248461,0.48755239117036697,Alameda County,0.18186355272810736,82.0683543,115,0.0040720331190899385,'Substation',' ',37.59578193,-122.0174353
5,6,-1.953973456746097,0.4381392429193229,Trinity County,0.18736398020329095,0.0,66,0.0,'Substation',' ',40.09403073,-123.5091868
6,7,89.55590594422853,0.8561321474381401,Alameda County,0.2159892476343785,92.0793283,115,0.005919158036330412,'Substation',' ',37.55699202,-122.05794
7,8,43.94566744073493,0.9637302191477276,Alameda County,0.2176856936198924,46.5369273,115,0.012121131164873924,'Substation',' ',37.73868954,-122.1937991
8,9,3.7411945109240183,0.5323784017738221,Alameda County,0.19858425329405643,5.74770065,115,0.06932520456825529,'Substation',' ',37.49369132,-121.9394285
9,10,12.755917561221445,1.9995273665007036,Alameda County,0.2964496310265495,17.640368,115,0.08208408862804734,'Substation',' ',37.67126804,-122.1595387
10,11,2.34783405143541,0.6608081791830949,Alameda County,0.22373450940737197,4.45058933,115,0.10570710658073912,'Substation',' ',37.876174,-122.245764
11,12,2.1411663065818547,0.5323812870203652,Alameda County,0.19858532952954688,4.14768332,66,0.09606925398448321,'Substation',' ',37.66794608,-121.8318768
12,13,22.28861413736671,0.680401146426842,Alameda County,0.2537987137596126,24.8530102,115,0.02618758923080246,'Substation',' ',37.59531056,-122.0174915
13,14,24.97832579734009,0.7956012261257606,Alameda County,0.21329286994014032,27.2647225,66,0.01788656072079978,'Substation',' ',37.70853376,-121.9070045
14,15,15.598908841691923,0.6716689280345607,Alameda County,0.23502277331139326,17.668766,66,0.027532402076296904,'Substation',' ',37.68002781,-121.7805048
15,16,13.939950892273147,0.6290842153865961,Alameda County,0.22214004328052345,15.9386057,66,0.027855715477751564,'Substation',' ',37.71164362,-121.8938504
16,17,30.902052673908564,0.6290815772349145,Alameda County,0.22213911170552209,32.9006991,66,0.013494471359283894,'Substation',' ',37.67255501,-121.859528
17,18,-2.5704111748897804,0.8465900376735638,Alameda County,0.34375281199836905,0.0,230,0.0,'Substation',' ',37.79905699,-121.6199438
18,19,30.19158750818213,1.1350680411356293,Alameda County,0.3061442424165817,33.4012214,115,0.02941841331123195,'Substation',' ',37.71062477,-122.1481883
19,20,48.11645025522799,1.2852334756178139,Alameda County,0.2479351578846735,51.4379335,115,0.016009828091244106,'Substation',' ',37.76299826,-122.2144948
20,21,6.324212879287815,1.0121435873145355,Alameda County,0.2532295389303883,9.05092588,115,0.07628880018690883,'Substation',' ',37.58690266,-121.869684
21,22,3.5101221999091865,0.6840711600775136,Alameda County,0.19690678861756242,5.87773686,115,0.0793161399543061,'Substation',' ',37.60924399,-121.842671
22,23,-2.570407172431093,0.8465887194246844,Alameda County,0.3437522767313106,0.0,66,0.0,'Substation',' ',37.71111924,-121.7158749
23,24,3.1584818409998956,0.6896215450197973,Alameda County,0.2572380455648753,5.7576291,66,0.11612411105822874,'Substation',' ',37.66968929,-121.8544376
24,25,0.956674194154636,0.626285929246288,Amador County,0.20500209424012772,3.13234938,66,0.1423908751470689,'Substation',' ',38.408767,-120.822098
25,26,1.626254897240051,0.6262882168307664,Amador County,0.2050028430348666,3.80193803,66,0.11731417614894545,'Substation',' ',38.34219061,-120.9349804
26,27,1.5482332233133493,0.6262993005015601,Amador County,0.20500647105142975,3.72395486,66,0.11977508629827248,'Substation',' ',38.37390104,-120.9575497
27,28,0.0,0.0,Amador County,0.0,0.0,66,0.0,'Substation',' ',38.27717343,-120.9138995
28,29,3.600401018948115,0.6262868087125186,Amador County,0.20500238211569818,5.77607926,66,0.07721833480050423,'Substation',' ',38.36910799,-120.796754
29,30,1.0625518522222657,0.626289709380621,Amador County,0.20500333159102224,3.23824017,66,0.13773634141784555,'Substation',' ',38.36863575,-120.8054803
30,31,-0.34756393474693636,0.6262986119621146,Amador County,0.2050062456718998,1.82815531,66,0.2439814777015147,'Substation',' ',38.48076425,-120.8449436
31,32,-3.03627912518062,0.8740178247820517,Amador County,0.2860921443647196,0.0,115,0.0,'Substation',' ',38.4984199,-120.2184202
32,33,1.3245181573238525,0.6262863284568922,Amador County,0.20500222491368456,3.50019473,66,0.1274267783641826,'Substation',' ',38.4127977,-120.6602339
33,34,-4.286214437787066,1.8859343526263093,San Joaquin County,0.44000002226063545,0.0,115,0.0,'Substation',' ',37.71296547,-121.4775277
34,35,0.0,0.0,Butte County,0.0,0.0,66,0.0,'Substation',' ',39.48122633,-121.5654854
35,36,4.765746309582607,0.4594670117048991,Butte County,0.2988306044733395,5.83805842,66,0.05488805576908086,'Substation',' ',39.36471317,-121.6856152
36,37,7.854082569565917,0.5469912138866554,Butte County,0.3081254290717838,9.12615516,66,0.04294885478782033,'Substation',' ',39.47437782,-121.5747818
37,38,0.7850556107993774,0.459462700649229,Butte County,0.29882780062597064,1.85735766,66,0.17252124879886807,'Substation',' ',39.4087526,-121.6886266
38,39,2.2406077862474376,0.07189425463227964,Santa Barbara County,0.023704831366032724,4.23217097,115,0.011154953275825183,'Substation',' ',34.64326979,-120.4372802
39,40,-1.4114139066471127,0.6210221189247296,Butte County,0.43868894832509747,0.0,66,0.0,'Substation',' ',39.81095374,-121.9196266
40,41,1.2066530494694856,0.5469764477281212,Butte County,0.30811711115219276,2.4786913,66,0.158122453985517,'Substation',' ',39.38767374,-121.4031757
41,42,2.453342211240738,0.4594666210753115,Butte County,0.29883035041358585,3.52565341,115,0.09088787070469373,'Substation',' ',39.71220645,-121.8133571
42,43,-1.9063475410964983,0.823613154389596,Butte County,0.4111595650604647,0.0,115,0.0,'Substation',' ',39.71884016,-121.8209206
43,44,4.279376313139819,0.7242873159498778,Butte County,0.4079980342144053,5.96376542,115,0.11523381555995399,'Substation',' ',39.72551493,-121.8470758
44,45,-1.9923284201689864,0.6729582750709031,Riverside County,0.27857256590158,0.0,115,0.0,'Substation',' ',33.81774602,-116.3674057
45,46,-1.7752223981907664,0.7633456312220296,Butte County,0.4299999601073988,0.0,115,0.0,'Substation',' ',39.60773551,-121.7683336
46,47,9.081644991756674,0.4336685698598608,Glenn County,0.3134383294131582,10.0694533,66,0.030748142594417306,'Substation',' ',39.74641854,-122.0113693
47,48,12.37251055713936,0.5625736624300742,Butte County,0.3169031727019123,13.6808214,115,0.030305772209178135,'Substation',' ',39.7602408,-121.9070486
48,49,-1.7752323319954997,0.7633499027580649,Butte County,0.43000236630486643,0.0,66,0.0,'Substation',' ',39.50399795,-121.560155
49,50,-1.7751610188086695,0.763319238087728,Butte County,0.4299850926001614,0.0,66,0.0,'Substation',' ',39.76066295,-121.6187304
50,51,-1.4964673716405985,0.6412101333947946,Butte County,0.4170336648235024,0.0,66,0.0,'Substation',' ',39.37824172,-121.6850945
51,52,0.5447036000708736,0.4031234132695244,Butte County,0.2270833087061118,1.48219991,115,0.1436309383924308,'Substation',' ',39.76876106,-121.8240284
52,53,2.20691466863183,0.45946428696336566,Butte County,0.29882883234141555,3.27922042,115,0.09771708959848893,'Substation',' ',39.48676454,-121.6880242
53,54,-1.7751866880524056,0.7633302758625344,Butte County,0.42999131028522086,0.0,115,0.0,'Substation',' ',39.49170026,-121.5409467
54,55,0.0712585128476495,0.6262934225712987,Calaveras County,0.2050045470292586,2.24695973,66,0.19850317588616695,'Substation',' ',38.16989692,-120.6672277
55,56,3.6715535865947606,0.6285442200075917,Tuolumne County,0.20479252311934437,5.85399261,115,0.07634912169068775,'Substation',' ',38.06981688,-120.4221335
56,57,-3.0362709955348075,0.8740154845968916,Calaveras County,0.2860913783522064,0.0,66,0.0,'Substation',' ',38.10148065,-120.9261759
57,58,0.0,0.0,Calaveras County,0.0,0.0,115,0.0,'Substation',' ',38.0571528,-120.5339711
58,59,-3.0361328196284023,0.8739757095300503,Calaveras County,0.2860783587845932,0.0,230,0.0,'Substation',' ',37.9446466,-120.5362212
59,60,0.0,0.0,Calaveras County,0.0,0.0,115,0.0,'Substation',' ',38.14698707,-120.4464194
60,61,-3.03627912518062,0.8740178247820515,Calaveras County,0.28609214436471964,0.0,66,0.0,'Substation',' ',38.19974699,-120.719348
