,bus_i,l_ren,c_vec,county,carb_inten_no_renew,pd,kV,carb_inten_inc_all,Type,Import,Lat,Lon
0,1,24.165538124859694,0.4704315154675598,Alameda County,0.20291337483795685,25.7861282,115,0.012752569863342944,'Substation',' ',37.77243572,-122.2429162
1,2,4.205386262943447,0.3960052536954605,Alameda County,0.24221545669303607,5.55176956,66,0.05874070269956029,'Substation',' ',37.77848161,-121.6259513
2,3,-1.7594825706025965,0.5175081592793672,Alameda County,0.316532353983922,0.0,66,0.0,'Substation',' ',37.7483765,-121.6772083
3,4,8.614994121946639,0.5261971242103578,Alameda County,0.2173476376421935,10.3804139,230,0.036964789834315157,'Substation',' ',37.69128098,-122.0612774
4,5,51.40467014397609,0.28906926816124934,Alameda County,0.15869017124658086,52.806979,115,0.004214076183055857,'Substation',' ',37.59578193,-122.0174353
5,6,-1.3059550550016037,0.12608392967081727,Trinity County,0.08214708994600867,0.0,66,0.0,'Substation',' ',40.09403073,-123.5091868
6,7,57.49378835400544,0.5195602928489522,Alameda County,0.20738769499703433,59.248552,115,0.006142198847448683,'Substation',' ',37.55699202,-122.05794
7,8,28.289138598863534,0.5005093635379068,Alameda County,0.19790045309283819,29.9442406,115,0.010938512026909437,'Substation',' ',37.73868954,-122.1937991
8,9,2.196051134037716,0.3096840582938548,Alameda County,0.17000705939994437,3.69836475,115,0.06905860763091182,'Substation',' ',37.49369132,-121.9394285
9,10,8.751893351213425,0.9138903743301413,Alameda County,0.2511816497438252,11.3507155,115,0.05750971687406,'Substation',' ',37.67126804,-122.1595387
10,11,1.3384049951563104,0.39725296586383285,Alameda County,0.20325962491754979,2.86373691,115,0.10826357400474206,'Substation',' ',37.876174,-122.245764
11,12,1.1665167664090144,0.3096843340300795,Alameda County,0.17000721077068326,2.66883172,66,0.09569894311623812,'Substation',' ',37.66794608,-121.8318768
12,13,14.159112466192376,0.3777658246780107,Alameda County,0.20738186314506174,15.9916987,115,0.023765151824741232,'Substation',' ',37.59531056,-122.0174915
13,14,15.950766573480621,0.4516228270267565,Alameda County,0.19017001890887492,17.5435179,66,0.01726526866548961,'Substation',' ',37.70853376,-121.9070045
14,15,9.902210379174434,0.39937032942951983,Alameda County,0.21917647472698745,11.3689883,66,0.028277205096070665,'Substation',' ',37.68002781,-121.7805048
15,16,8.815841454186906,0.3765528230001749,Alameda County,0.20666204180967168,10.2557146,66,0.029014762585207767,'Substation',' ',37.71164362,-121.8938504
16,17,19.730122645192452,0.3765521977090578,Alameda County,0.20666169863354578,21.1699934,66,0.01405603347997706,'Substation',' ',37.67255501,-121.859528
17,18,-1.759486520695185,0.5175093211011315,Alameda County,0.3165330646088105,0.0,230,0.0,'Substation',' ',37.79905699,-121.6199438
18,19,19.41484062070579,0.6029822861390656,Alameda County,0.260087104339466,21.492055,115,0.025137506534527888,'Substation',' ',37.71062477,-122.1481883
19,20,31.099731813802943,0.6469072643054429,Alameda County,0.2190470787996368,33.097799,115,0.01322356149367744,'Substation',' ',37.76299826,-122.2144948
20,21,3.7951771708159443,0.7969349763013028,Alameda County,0.29151062038657277,5.82382887,115,0.10154376589321365,'Substation',' ',37.58690266,-121.869684
21,22,1.926488521734608,0.5698045382647084,Alameda County,0.22020203935328686,3.78203666,115,0.10803583383674395,'Substation',' ',37.60924399,-121.842671
22,23,-1.7594825706025965,0.5175081592793672,Alameda County,0.316532353983922,0.0,66,0.0,'Substation',' ',37.71111924,-121.7158749
23,24,1.8468689826370777,0.38298069442521404,Alameda County,0.21024466685462345,3.70475316,66,0.10543488946619693,'Substation',' ',37.66968929,-121.8544376
24,25,0.38368347666315694,0.3679451059142828,Amador County,0.17056215907373598,2.01551388,66,0.13809307869182094,'Substation',' ',38.408767,-120.822098
25,26,0.8145211847275722,0.36794732507383743,Amador County,0.17056318777241655,2.44636143,66,0.11377381557597048,'Substation',' ',38.34219061,-120.9349804
26,27,0.7643454324802192,0.3679467551161914,Amador County,0.1705629235666828,2.39618315,66,0.11615598410603818,'Substation',' ',38.37390104,-120.9575497
27,28,0.0,0.0,Amador County,0.0,0.0,66,0.0,'Substation',' ',38.27717343,-120.9138995
28,29,2.084802941590808,0.36794322655486456,Amador County,0.1705612878905217,3.71662501,66,0.07488667079599909,'Substation',' ',38.36910799,-120.796754
29,30,0.4518582383413354,0.36793626672020974,Amador County,0.1705580616363701,2.08364944,66,0.13357100239960948,'Substation',' ',38.36863575,-120.8054803
30,31,-0.45542283580903775,0.3679273206099624,Amador County,0.1705539146376614,1.17632869,66,0.23658490420964598,'Substation',' ',38.48076425,-120.8449436
31,32,-2.132541156222849,0.48084536235412556,Amador County,0.22289744275826504,0.0,115,0.0,'Substation',' ',38.4984199,-120.2184202
32,33,0.6203933094778782,0.3679407557705782,Amador County,0.17056014255037258,2.25220442,66,0.12357756389889994,'Substation',' ',38.4127977,-120.6602339
33,34,-2.782315909597357,1.224219000222837,San Joaquin County,0.43999999476142626,0.0,115,0.0,'Substation',' ',37.71296547,-121.4775277
34,35,0.0,0.0,Butte County,0.0,0.0,66,0.0,'Substation',' ',39.48122633,-121.5654854
35,36,2.953378303605462,0.3433623145380037,Butte County,0.32243589407529843,3.75650556,66,0.06893562403560353,'Substation',' ',39.36471317,-121.6856152
36,37,4.889560710501608,0.4225500691843085,Butte County,0.32904093980996757,5.87223529,66,0.05506253601863346,'Substation',' ',39.47437782,-121.5747818
37,38,0.3919834204835638,0.3433658558347086,Butte County,0.3224392195455696,1.19511896,66,0.21668336393139448,'Substation',' ',39.4087526,-121.6886266
38,39,1.108721999132916,0.0,Santa Barbara County,0.0,2.72319541,115,0.0,'Substation',' ',34.64326979,-120.4372802
39,40,-0.9320700261071024,0.41011081148712514,Butte County,0.4393125473880918,0.0,66,0.0,'Substation',' ',39.81095374,-121.9196266
40,41,0.6122810467568456,0.4225333910945564,Butte County,0.3290279525340766,1.59491684,66,0.20271567459121775,'Substation',' ',39.38767374,-121.4031757
41,42,1.4654560233323783,0.3433634134110753,Butte County,0.32243692597689716,2.26858585,115,0.11414984029414896,'Substation',' ',39.71220645,-121.8133571
42,43,-1.2355930249492262,0.5313050007281672,Butte County,0.4137287140972587,0.0,115,0.0,'Substation',' ',39.71884016,-121.8209206
43,44,2.6017919414094823,0.5313079778939227,Butte County,0.4137310324246939,3.83739189,115,0.13321705393875047,'Substation',' ',39.72551493,-121.8470758
44,45,-1.2670963772832726,0.14572342440072839,Riverside County,0.0960732205263912,0.0,115,0.0,'Substation',' ',33.81774602,-116.3674057
45,46,-1.2841870061725011,0.5522004126541755,Butte County,0.4300000307512177,0.0,115,0.0,'Substation',' ',39.60773551,-121.7683336
46,47,5.765979072661809,0.313817912028804,Glenn County,0.33616316002367574,6.4792016,66,0.03700442637717566,'Substation',' ',39.74641854,-122.0113693
47,48,7.797184547158978,0.432475111321639,Butte County,0.336769598330424,8.80294062,115,0.038476695832699526,'Substation',' ',39.7602408,-121.9070486
48,49,-1.2841874583991029,0.5522006071116142,Butte County,0.4300001821757779,0.0,66,0.0,'Substation',' ',39.50399795,-121.560155
49,50,-1.2841870061725014,0.5522004126541756,Butte County,0.43000003075121773,0.0,66,0.0,'Substation',' ',39.76066295,-121.6187304
50,51,-1.0495571417754834,0.44871888803495563,Butte County,0.4213714485432004,0.0,66,0.0,'Substation',' ',39.37824172,-121.6850945
51,52,0.1841072041790739,0.3309349160429982,Butte County,0.2576999596779726,0.953723288,115,0.20795343498854757,'Substation',' ',39.76876106,-121.8240284
52,53,1.3068712579319544,0.34337073506163573,Butte County,0.32244380140510986,2.11001821,115,0.12273342243418275,'Substation',' ',39.48676454,-121.6880242
53,54,-1.2842290118682487,0.552218475103347,Butte County,0.430014096031723,0.0,115,0.0,'Substation',' ',39.49170026,-121.5409467
54,55,-0.18609165272582162,0.3679609231979323,Calaveras County,0.17056949122738221,1.4458089,66,0.19252367793013808,'Substation',' ',38.16989692,-120.6672277
55,56,2.0732288036658746,0.4222643137228151,Tuolumne County,0.18360190940141474,3.76675843,115,0.0825471765182483,'Substation',' ',38.06981688,-120.4221335
56,57,-2.132444147432094,0.48082348881278464,Calaveras County,0.22288730320652825,0.0,66,0.0,'Substation',' ',38.10148065,-120.9261759
57,58,0.0,0.0,Calaveras County,0.0,0.0,115,0.0,'Substation',' ',38.0571528,-120.5339711
58,59,-2.1326601979827746,0.4808722038891739,Calaveras County,0.22290988523975772,0.0,230,0.0,'Substation',' ',37.9446466,-120.5362212
59,60,0.0,0.0,Calaveras County,0.0,0.0,115,0.0,'Substation',' ',38.14698707,-120.4464194
60,61,-2.1327093401843187,0.48088328447237366,Calaveras County,0.22291502168039512,0.0,66,0.0,'Substation',' ',38.19974699,-120.719348
61,62,-0.9311502939067926,0.4059574454282029,Colusa County,0.4348623928406838,0.0,66,0.0,'Substation',' ',39.01747968,-122.0613948
62,63,2.7443149868045986,0.3100417228565523,Colusa County,0.3321171334602063,3.45670909,66,0.06844610908440985,'Substation',' ',39.21353467,-122.0025503
63,64,2.3371484933121174,0.3106382674442153,Colusa County,0.3327563068739593,3.04966385,66,0.07774429915691909,'Substation',' ',38.96982277,-122.0433322
64,65,2.588518636772458,0.31064350634471816,Colusa County,0.33276191879420897,3.30104601,66,0.07182631662519431,'Substation',' ',38.96922396,-122.0704684
65,66,-0.9312178320125621,0.4062711815587867,Colusa County,0.4351985479591426,0.0,66,0.0,'Substation',' ',39.27695996,-122.1532889
66,67,0.7488007217532326,0.3099661452226171,Colusa County,0.33203615543437,1.46117659,66,0.16187950596503733,'Substation',' ',39.40274718,-122.0132647
67,68,-0.9312178320125621,0.4062711815587867,Colusa County,0.43519854795914253,0.0,66,0.0,'Substation',' ',39.15748765,-122.1477121
68,69,7.281722244430438,0.6018854140506077,Contra Costa County,0.336692864518748,8.64964364,115,0.053247207894312684,'Substation',' ',37.99392322,-122.1301156
69,70,-0.23388479146514096,0.396005575588603,Contra Costa County,0.2422156535780364,1.1124996,66,0.29313752143910515,'Substation',' ',37.81698936,-121.5871457
70,71,0.0,0.0,Contra Costa County,0.0,0.0,66,0.0,'Substation',' ',38.01132999,-121.748771
71,72,-0.2270954857584011,0.3959856410454453,Contra Costa County,0.2422034606729427,1.11922113,66,0.2913477370626207,'Substation',' ',37.88699377,-121.5769277
