,bus_i,l_ren,c_vec,county,carb_inten_no_renew,pd,kV,carb_inten_inc_all,Type,Import,Lat,Lon
0,1,28.597221346143623,0.14136984844803976,Alameda County,0.05920082995493837,29.2862164,115,0.0013927739406837476,'Substation',' ',37.77243572,-122.2429162
1,2,5.653622888362747,0.05598126822546434,Alameda County,0.056000407470234354,6.30534075,66,0.005788182947498273,'Substation',' ',37.77848161,-121.6259513
2,3,-1.4619070143877624,0.12557490520135683,Alameda County,0.12561783757719977,0.0,66,0.0,'Substation',' ',37.7483765,-121.6772083
3,4,10.926456283434675,0.17259293591713826,Alameda County,0.07070746538265978,11.7894026,230,0.005175558836682407,'Substation',' ',37.69128098,-122.0612774
4,5,59.43267366316194,0.027939587429784994,Alameda County,0.024835040716111964,59.9747512,115,0.00022446975484348222,'Substation',' ',37.59578193,-122.0174353
5,6,-1.0058326542232234,0.03822164086048249,Trinity County,0.03125023134869061,0.0,66,0.0,'Substation',' ',40.09403073,-123.5091868
6,7,66.58165781477435,0.1659807770979648,Alameda County,0.09246207439397511,67.290673,115,0.0009742362779280322,'Substation',' ',37.55699202,-122.05794
7,8,33.36284493010836,0.14993270516145893,Alameda County,0.05436400699582504,34.0087315,115,0.0010324696175186298,'Substation',' ',37.73868954,-122.1937991
8,9,3.501656525919775,0.03601252778120562,Alameda County,0.03201094489974139,4.20036342,115,0.0053248411270736045,'Substation',' ',37.49369132,-121.9394285
9,10,11.431116319198027,0.47407012835426265,Alameda County,0.11412173216211448,12.8914085,115,0.012927297520353407,'Substation',' ',37.67126804,-122.1595387
10,11,2.427956421876713,0.18154274614511348,Alameda County,0.08036628414100756,3.25244715,115,0.020372738763174768,'Substation',' ',37.876174,-122.245764
11,12,2.33196935976426,0.03721112790503648,Alameda County,0.032635046148947966,3.03108642,66,0.007527240851255637,'Substation',' ',37.66794608,-121.8318768
12,13,16.946373580655454,0.06267278824436744,Alameda County,0.055708812871797866,18.1623368,115,0.0037296889817313677,'Substation',' ',37.59531056,-122.0174915
13,14,19.311526892600632,0.10646594664236235,Alameda County,0.044876951118381,19.9247927,66,0.001381269058886416,'Substation',' ',37.70853376,-121.9070045
14,15,12.202710348806926,0.06889133903958052,Alameda County,0.04877509925196562,12.9121615,66,0.00267991926168701,'Substation',' ',37.68002781,-121.7805048
15,16,10.992448829588882,0.06866214280494387,Alameda County,0.04758877532723678,11.6477773,66,0.002677444678130684,'Substation',' ',37.71164362,-121.8938504
