,bus_i,l_ren,c_vec,county,carb_inten_no_renew,pd,kV,carb_inten_inc_all,Type,Import,Lat,Lon
0,1,29.0784556074636,0.1264085731848635,Alameda County,0.05316368784400208,29.6696819,115,0.0010593901939195338,'Substation',' ',37.77243572,-122.2429162
1,2,5.813609166778327,0.03215023872842326,Alameda County,0.037080856585534436,6.38790112,66,0.0033336830291511043,'Substation',' ',37.77848161,-121.6259513
2,3,-1.4031332264632994,0.07855075792985257,Alameda County,0.09059744203102353,0.0,66,0.0,'Substation',' ',37.7483765,-121.6772083
3,4,11.17989986939652,0.15524188112441115,Alameda County,0.06319125526109753,11.9437698,230,0.004041429178502869,'Substation',' ',37.69128098,-122.0612774
4,5,60.30442378539214,0.017794552429680338,Alameda County,0.016979126270649587,60.7600439,115,0.00012732103140193258,'Substation',' ',37.59578193,-122.0174353
5,6,-0.9429663032656536,0.035832719524094836,Trinity County,0.030467366745219722,0.0,66,0.0,'Substation',' ',40.09403073,-123.5091868
6,7,67.57400454311231,0.14218999282746622,Alameda County,0.08646250925338474,68.1717582,115,0.0007581333158266184,'Substation',' ',37.55699202,-122.05794
7,8,33.90745203499082,0.1323438197624747,Alameda County,0.04788595012299256,34.4540323,115,0.0007596647928039993,'Substation',' ',37.73868954,-122.1937991
8,9,3.646900179651828,0.023763882215536186,Alameda County,0.022674914607317336,4.25536183,115,0.0032422192317949554,'Substation',' ',37.49369132,-121.9394285
9,10,11.738758990109952,0.44051713974478,Alameda County,0.10593570231632374,13.060205,115,0.010718691715084556,'Substation',' ',37.67126804,-122.1595387
10,11,2.5573633477558837,0.17930598859902638,Alameda County,0.08101867282424427,3.29503377,115,0.01813792597091294,'Substation',' ',37.876174,-122.245764
11,12,2.461405941215714,0.02804137527677633,Alameda County,0.025174414492729738,3.07077463,66,0.004995645007770188,'Substation',' ',37.66794608,-121.8318768
12,13,17.286954065930924,0.043476598379806976,Alameda County,0.041484305751786896,18.4001494,115,0.0025097696000220566,'Substation',' ',37.59531056,-122.0174915
13,14,19.666505757761,0.09191352742147738,Alameda County,0.038433461816797694,20.1856824,66,0.0009885103342191605,'Substation',' ',37.70853376,-121.9070045
14,15,12.458358586423866,0.0497033922937659,Alameda County,0.03503881453537921,13.0812297,66,0.001668395550613965,'Substation',' ',37.68002781,-121.7805048
15,16,11.229231645419743,0.052882043958271896,Alameda County,0.0357012773782594,11.80029,66,0.0017277128541791922,'Substation',' ',37.71164362,-121.8938504
