,bus_i,l_ren,c_vec,county,carb_inten_no_renew,pd,kV,carb_inten_inc_all,Type,Import,Lat,Lon
0,1,30.35632881396042,0.47288018470233045,Alameda County,0.18384119229001625,31.88812,115,0.008831073076144174,'Substation',' ',37.77243572,-122.2429162
1,2,5.526058584688879,0.41497534576222317,Alameda County,0.21934856400065494,6.86553229,66,0.04279517178945945,'Substation',' ',37.77848161,-121.6259513
2,3,-1.9952701183379147,0.618144203923727,Alameda County,0.3267399975941915,0.0,66,0.0,'Substation',' ',37.7483765,-121.6772083
3,4,11.118923171541105,0.5409803348363419,Alameda County,0.20255953789339537,12.83682,230,0.027107678359684338,'Substation',' ',37.69128098,-122.0612774
4,5,63.980050952884255,0.2982061904838851,Alameda County,0.14334694869819137,65.3031465,115,0.002904327274876497,'Substation',' ',37.59578193,-122.0174353
5,6,-1.4323901284074858,0.17948335644730842,Trinity County,0.10501515483904009,0.0,66,0.0,'Substation',' ',40.09403073,-123.5091868
6,7,71.58408343568202,0.5192180172537629,Alameda County,0.18703514329242804,73.2690435,115,0.0043012264391268,'Substation',' ',37.55699202,-122.05794
7,8,35.503530043596285,0.4864681738471016,Alameda County,0.17488653826467823,37.0302024,115,0.007210180505948971,'Substation',' ',37.73868954,-122.1937991
8,9,3.099859648181445,0.33214587331148937,Alameda County,0.15966166693132744,4.57354041,115,0.0514459927897694,'Substation',' ',37.49369132,-121.9394285
9,10,11.46910561444203,0.9250728113160726,Alameda County,0.2353480198446733,14.0367324,115,0.04305032413962752,'Substation',' ',37.67126804,-122.1595387
10,11,2.0550013711537423,0.42161328258146585,Alameda County,0.19105222477787018,3.54140749,115,0.08018879406871557,'Substation',' ',37.876174,-122.245764
11,12,1.8267122782608274,0.3321429725857238,Alameda County,0.15966027255991339,3.30038017,66,0.0712906408166515,'Substation',' ',37.66794608,-121.8318768
12,13,17.805068489501753,0.44420777985957954,Alameda County,0.2135295371552981,19.7759509,115,0.021280473997394946,'Substation',' ',37.59531056,-122.0174915
13,14,20.219094382732585,0.44710944899411675,Alameda County,0.17067856820354996,21.6949906,66,0.011611152907355394,'Substation',' ',37.70853376,-121.9070045
14,15,12.615204549870441,0.41914351368442526,Alameda County,0.2017857415749479,14.0593292,66,0.020726718843247182,'Substation',' ',37.68002781,-121.7805048
15,16,11.282846887773374,0.39078883448947965,Alameda County,0.1880960333622764,12.6826121,66,0.02075994140499916,'Substation',' ',37.71164362,-121.8938504
16,17,24.77986676491464,0.39078822667147584,Alameda County,0.1880957408049016,26.1796298,66,0.010057035452644114,'Substation',' ',37.67255501,-121.859528
17,18,-1.9952691695804674,0.6181439099941424,Alameda County,0.32673984222825714,0.0,230,0.0,'Substation',' ',37.79905699,-121.6199438
18,19,24.36414804305231,0.683409818646249,Alameda County,0.2656886034709143,26.5779036,115,0.02213002316523593,'Substation',' ',37.71062477,-122.1481883
19,20,39.04565936315023,0.6332541425887617,Alameda County,0.19781886365445225,40.9300144,115,0.009107276837683321,'Substation',' ',37.76299826,-122.2144948
20,21,5.184429892645419,0.7809546084967616,Alameda County,0.24980736725821062,7.20197135,115,0.06998038388420434,'Substation',' ',37.58690266,-121.869684
21,22,2.8689010937859596,0.5422601275923341,Alameda County,0.1872487519407026,4.67701235,115,0.0723894979871103,'Substation',' ',37.60924399,-121.842671
22,23,-1.9952701183379153,0.6181442039237273,Alameda County,0.32673999759419153,0.0,66,0.0,'Substation',' ',37.71111924,-121.7158749
23,24,2.568401810649858,0.4537092071385729,Alameda County,0.21809684880805558,4.58144061,66,0.09582955581882302,'Substation',' ',37.66968929,-121.8544376
24,25,0.9037413239164469,0.4068456925695148,Amador County,0.16962231081803653,2.4924622,66,0.10811899424037313,'Substation',' ',38.408767,-120.822098
25,26,1.436524448673363,0.4068506849856111,Amador County,0.16962439225866688,3.02526482,66,0.08907951401857425,'Substation',' ',38.34219061,-120.9349804
26,27,1.3744275099784629,0.4068621034284167,Amador County,0.16962915284158564,2.96321247,66,0.09095002452385936,'Substation',' ',38.37390104,-120.9575497
27,28,0.0,0.0,Amador County,0.0,0.0,66,0.0,'Substation',' ',38.27717343,-120.9138995
28,29,3.007355662890749,0.4068572857461897,Amador County,0.16962714425108794,4.59612181,66,0.058635927322593324,'Substation',' ',38.36910799,-120.796754
29,30,0.987975370854252,0.4068520800838771,Amador County,0.1696249739037378,2.57672119,66,0.1045867784058818,'Substation',' ',38.36863575,-120.8054803
30,31,-0.13411294121448658,0.40686758136657514,Amador County,0.16963143670631853,1.45469341,66,0.1852703134227006,'Substation',' ',38.48076425,-120.8449436
31,32,-2.3666316370581972,0.6060560429025478,Amador County,0.2526771902956805,0.0,115,0.0,'Substation',' ',38.4984199,-120.2184202
32,33,1.1963968821471387,0.4068572295981783,Amador County,0.1696271208418308,2.78516281,66,0.0967619519640508,'Substation',' ',38.4127977,-120.6602339
33,34,-3.216338262714538,1.4151888355943967,San Joaquin County,0.4399999947614224,0.0,115,0.0,'Substation',' ',37.71296547,-121.4775277
34,35,0.0,0.0,Butte County,0.0,0.0,66,0.0,'Substation',' ',39.48122633,-121.5654854
35,36,3.8691779483594084,0.3333840810476753,Butte County,0.27988659798990667,4.6454396,66,0.04676957436443929,'Substation',' ',39.36471317,-121.6856152
36,37,6.304949883380479,0.41145954664639445,Butte County,0.2886664011507131,7.26183255,66,0.038037213581378286,'Substation',' ',39.47437782,-121.5747818
