,bus_i,l_ren,c_vec,county,carb_inten_no_renew,pd,kV,carb_inten_inc_all,Type,Import,Lat,Lon
0,1,26.41601159945745,0.7866298758871613,Alameda County,0.27107313185727594,28.7933732,115,0.02238149903937952,'Substation',' ',37.77243572,-122.2429162
1,2,4.334742629020731,0.5969170610323773,Alameda County,0.2951461346608081,6.19923129,66,0.08876852559036189,'Substation',' ',37.77848161,-121.6259513
2,3,-2.1283507541456,0.6813926539748263,Alameda County,0.33691516147840694,0.0,66,0.0,'Substation',' ',37.7483765,-121.6772083
3,4,9.125095379533576,0.8247349212637476,Alameda County,0.28137560180130516,11.5910048,230,0.05986079370541264,'Substation',' ',37.69128098,-122.0612774
4,5,56.99316588131856,0.4783927029929011,Alameda County,0.21842178479091182,58.9654656,115,0.007305856407873656,'Substation',' ',37.59578193,-122.0174353
5,6,-1.6319930355031402,0.2993214600925479,Trinity County,0.16292527989492958,0.0,66,0.0,'Substation',' ',40.09403073,-123.5091868
6,7,63.65161801062062,0.8050611514831184,Alameda County,0.2610529736860518,66.1582715,115,0.009890968016040197,'Substation',' ',37.55699202,-122.05794
7,8,30.884141156989138,0.8794692591204408,Alameda County,0.2705163890612139,33.4364154,115,0.020649103794578468,'Substation',' ',37.73868954,-122.1937991
8,9,2.092506335499657,0.4941276764482707,Alameda County,0.22560596833773,4.12967762,115,0.11129149599564073,'Substation',' ',37.49369132,-121.9394285
9,10,8.717875298335253,1.53370313408991,Alameda County,0.3190889458041873,12.6744654,115,0.09961005254860583,'Substation',' ',37.67126804,-122.1595387
10,11,1.106527077361629,0.6167248497895086,Alameda County,0.2629118669272487,3.19771332,115,0.17193463707516868,'Substation',' ',37.876174,-122.245764
11,12,0.9429236720233525,0.4941235077575552,Alameda County,0.22560406502093477,2.98007777,66,0.15422088987214158,'Substation',' ',37.66794608,-121.8318768
12,13,15.605280313810361,0.5460929248755972,Alameda County,0.24933196214488929,17.856692,115,0.0314363317300649,'Substation',' ',37.59531056,-122.0174915
13,14,17.281543651183114,0.7421737647277598,Alameda County,0.26107341154483615,19.5894881,66,0.030758482704231108,'Substation',' ',37.70853376,-121.9070045
14,15,10.663394718997647,0.6209900619082243,Alameda County,0.2760509815489614,12.6948693,66,0.04417458256757827,'Substation',' ',37.68002781,-121.7805048
15,16,9.440877327251389,0.5901892848502546,Alameda County,0.26349276254529597,11.4517626,66,0.04626831119239081,'Substation',' ',37.71164362,-121.8938504
16,17,21.62801771116438,0.5901862958998625,Alameda County,0.2634914281144344,23.6388928,66,0.022414262520664172,'Substation',' ',37.67255501,-121.859528
17,18,-2.128340028874489,0.6813892202734347,Alameda County,0.33691346368191316,0.0,230,0.0,'Substation',' ',37.79905699,-121.6199438
18,19,21.366083450176866,0.8612004247398115,Alameda County,0.3060265851714068,23.9985142,115,0.03356848621355814,'Substation',' ',37.71062477,-122.1481883
19,20,33.90397517976815,1.1090095876848929,Alameda County,0.29027325594684805,36.9577497,115,0.023984930903821294,'Substation',' ',37.76299826,-122.2144948
20,21,3.6396684599616433,1.0802569811264726,Alameda County,0.31449628261255447,6.50301888,115,0.13847615692592907,'Substation',' ',37.58690266,-121.869684
