,bus_i,l_ren,c_vec,county,carb_inten_no_renew,pd,kV,carb_inten_inc_all,Type,Import,Lat,Lon
0,1,30.328207842979506,1.2206115647880869,Alameda County,0.28283559412708226,33.5918397,115,0.027479032513139334,'Substation',' ',37.77243572,-122.2429162
1,2,5.195389017156699,0.671793548723759,Alameda County,0.289989088127842,7.23234415,66,0.08167403946486096,'Substation',' ',37.77848161,-121.6259513
2,3,-2.415511082134766,0.7966423686435289,Alameda County,0.34388182870439477,0.0,66,0.0,'Substation',' ',37.7483765,-121.6772083
3,4,10.648400982611426,1.0319791111145893,Alameda County,0.28797056419736555,13.5226658,230,0.06120861621205086,'Substation',' ',37.69128098,-122.0612774
4,5,66.66712002205611,0.5623849633413287,Alameda County,0.2231851127295239,68.7921644,115,0.006894364687944735,'Substation',' ',37.59578193,-122.0174353
5,6,-1.8878195499489412,0.4186626041523176,Trinity County,0.19217534614225223,0.0,66,0.0,'Substation',' ',40.09403073,-123.5091868
6,7,74.344313890573,0.9612371331550117,Alameda County,0.2603804441748629,77.1836645,115,0.009578599016256477,'Substation',' ',37.55699202,-122.05794
7,8,35.98673347833902,1.1171490720086827,Alameda County,0.27248695635833126,39.0086529,115,0.021108999269455156,'Substation',' ',37.73868954,-122.1937991
8,9,2.601041744256418,0.5866820290650898,Alameda County,0.2328275173207416,4.81789573,115,0.1071307140479084,'Substation',' ',37.49369132,-121.9394285
9,10,9.758302446520737,2.046993704084664,Alameda County,0.33271772996993865,14.7866876,115,0.11314453506680981,'Substation',' ',37.67126804,-122.1595387
10,11,1.418649041644481,0.7189584654525331,Alameda County,0.26294912849830543,3.7306179,115,0.1629569719321311,'Substation',' ',37.876174,-122.245764
11,12,1.2598485583516714,0.5866848041201512,Alameda County,0.23282861861436985,3.47671303,66,0.14845904396922724,'Substation',' ',37.66794608,-121.8318768
12,13,18.31258603593405,0.6668967162418602,Alameda County,0.26466109248204134,20.8325416,115,0.03201405788105532,'Substation',' ',37.59531056,-122.0174915
13,14,20.22530066732802,0.90743622873567,Alameda County,0.26360798519527007,22.8541111,66,0.030321696546621174,'Substation',' ',37.70853376,-121.9070045
14,15,12.537787955215949,0.7344793873223965,Alameda County,0.2759020997006197,14.8104915,66,0.042337803576806415,'Substation',' ',37.68002781,-121.7805048
15,16,11.12998541064879,0.6975057430921896,Alameda County,0.2642430282811196,13.3602192,66,0.04411033392873078,'Substation',' ',37.71164362,-121.8938504
16,17,25.348119519736255,0.6975066159502423,Alameda County,0.26424335895460505,27.5783561,66,0.02136912015695975,'Substation',' ',37.67255501,-121.859528
17,18,-2.415507070637946,0.7966410456405619,Alameda County,0.34388125761164656,0.0,230,0.0,'Substation',' ',37.79905699,-121.6199438
18,19,24.877163985277626,1.0934429018655516,Alameda County,0.32005252238172005,27.9979088,115,0.03567417326759668,'Substation',' ',37.71062477,-122.1481883
19,20,39.427210363944795,1.420739777160091,Alameda County,0.29626616575172865,43.1168242,115,0.025352232326809537,'Substation',' ',37.76299826,-122.2144948
20,21,4.551349434567795,1.1312814055502807,Alameda County,0.2988478066572597,7.58675845,115,0.11956691814401794,'Substation',' ',37.58690266,-121.869684
21,22,2.2989848139846703,0.7620813995017287,Alameda County,0.23166358183795924,4.92689592,115,0.12356487927824224,'Substation',' ',37.60924399,-121.842671
22,23,-2.415511082134767,0.7966423686435291,Alameda County,0.3438818287043949,0.0,66,0.0,'Substation',' ',37.71111924,-121.7158749
